order_id,market,booked_key,expected_key,actual_key,mw,order_value,material_committed,promised_months,slip_months,cancelled,status
NX-00229,India,2024-07-01,2025-09-01,2025-09-01,48.4,3436400.0,1718200.0,14,0.01,False,On plan
NX-00230,Australia/SEA,2024-07-01,2025-01-01,2025-01-01,8.2,688799.9999999999,344399.99999999994,6,0.31,False,On plan
NX-00231,Australia/SEA,2024-07-01,2025-01-01,2025-02-01,14.4,1209600.0,604800.0,6,0.64,False,On plan
NX-00232,Australia/SEA,2024-07-01,2025-03-01,2025-05-01,14.6,1226400.0,613200.0,8,2.11,False,Slipped 2mo+
NX-00233,Australia/SEA,2024-07-01,2024-12-01,2025-03-01,9.7,814799.9999999999,407399.99999999994,5,3.36,False,Slipped 2mo+
NX-00234,LATAM,2024-07-01,2025-03-01,2025-05-01,5.9,466100.0,233050.0,8,2.02,False,Slipped 2mo+
NX-00235,LATAM,2024-07-01,2025-06-01,2025-06-01,31.8,2512200.0,1256100.0,11,0.01,False,On plan
NX-00236,LATAM,2024-07-01,2025-04-01,2025-04-01,17.0,1343000.0,671500.0,9,0.27,False,On plan
NX-00237,LATAM,2024-07-01,2025-02-01,2025-02-01,12.5,987500.0,493750.0,7,0.0,False,On plan
NX-00238,US / Canada,2024-08-01,2025-08-01,2025-08-01,19.2,1593600.0,796800.0,12,0.0,False,On plan
NX-00239,US / Canada,2024-08-01,2025-05-01,2025-05-01,43.7,3627100.000000001,1813550.0000000005,9,0.2,False,On plan
NX-00240,US / Canada,2024-08-01,2025-01-01,2025-02-01,22.5,1867500.0,933750.0,5,1.48,False,On plan
NX-00241,US / Canada,2024-08-01,2025-04-01,2025-05-01,15.6,1294800.0,647400.0,8,1.05,False,On plan
NX-00242,US / Canada,2024-08-01,2025-04-01,2025-04-01,18.8,1560400.0,780200.0,8,0.0,False,On plan
NX-00243,US / Canada,2024-08-01,2025-01-01,2025-01-01,8.4,697200.0,348600.0,5,0.07,False,On plan
NX-00244,US / Canada,2024-08-01,2025-06-01,2025-06-01,14.9,1236700.0,618350.0,10,0.0,False,On plan
NX-00245,US / Canada,2024-08-01,2025-01-01,2025-01-01,5.8,481400.0,240700.0,5,0.02,False,On plan
NX-00246,US / Canada,2024-08-01,2025-01-01,2025-01-01,5.2,431600.0,215800.0,5,0.0,False,On plan
NX-00247,US / Canada,2024-08-01,2025-01-01,2025-03-01,25.1,2083300.0,1041650.0,5,1.53,False,On plan
NX-00248,US / Canada,2024-08-01,2025-04-01,2025-04-01,14.8,1228400.0,614200.0,8,0.0,False,On plan
NX-00249,US / Canada,2024-08-01,2025-06-01,2025-06-01,28.8,2390400.0,1195200.0,10,0.36,False,On plan
NX-00250,US / Canada,2024-08-01,2025-01-01,2025-01-01,4.8,398400.0,199200.0,5,0.01,False,On plan
NX-00251,US / Canada,2024-08-01,2025-07-01,2025-07-01,33.1,2747300.0,1373650.0,11,0.2,False,On plan
NX-00252,US / Canada,2024-08-01,2025-05-01,2025-06-01,27.1,2249300.0,1124650.0,9,0.57,False,On plan
NX-00253,US / Canada,2024-08-01,2025-03-01,2025-04-01,13.1,1087300.0,543650.0,7,0.76,False,On plan
NX-00254,US / Canada,2024-08-01,2025-01-01,2025-01-01,32.2,2672600.0000000005,1336300.0000000002,5,0.0,False,On plan
NX-00255,US / Canada,2024-08-01,2025-02-01,2025-02-01,15.2,1261600.0,630800.0,6,0.0,False,On plan
NX-00256,US / Canada,2024-08-01,2025-08-01,2025-08-01,9.7,805099.9999999999,402549.99999999994,12,0.0,False,On plan
NX-00257,US / Canada,2024-08-01,2025-02-01,2025-02-01,13.8,1145400.0,572700.0,6,0.47,False,On plan
NX-00258,Europe,2024-08-01,2025-12-01,2025-12-01,5.8,510400.0,255200.0,16,0.28,False,On plan
NX-00259,Europe,2024-08-01,2026-02-01,2026-07-01,12.7,1117600.0,558800.0,18,5.01,False,Slipped 2mo+
NX-00260,Europe,2024-08-01,2025-01-01,2025-01-01,8.1,712800.0,356400.0,5,0.1,False,On plan
NX-00261,MENA,2024-08-01,2025-01-01,2025-03-01,16.5,1336500.0,668250.0,5,2.3,False,Slipped 2mo+
NX-00262,MENA,2024-08-01,2025-07-01,2025-07-01,9.7,785700.0,392850.0,11,0.05,False,On plan
NX-00263,MENA,2024-08-01,2025-01-01,2025-02-01,10.0,810000.0,405000.0,5,0.89,False,On plan
NX-00264,India,2024-08-01,2025-12-01,2026-05-01,9.5,674500.0,337250.0,16,5.22,False,Slipped 2mo+
NX-00265,India,2024-08-01,2025-03-01,2025-06-01,11.2,795200.0,397600.0,7,2.79,False,Slipped 2mo+
NX-00266,Australia/SEA,2024-08-01,2025-06-01,2025-06-01,49.5,4158000.0,2079000.0,10,0.17,False,On plan
NX-00267,LATAM,2024-08-01,2025-03-01,2025-08-01,7.5,592500.0,296250.0,7,4.83,False,Slipped 2mo+
NX-00268,US / Canada,2024-09-01,2025-09-01,2025-09-01,7.1,589300.0,294650.0,12,0.35,False,On plan
NX-00269,US / Canada,2024-09-01,2025-08-01,2025-08-01,7.0,581000.0,290500.0,11,0.0,False,On plan
NX-00270,US / Canada,2024-09-01,2025-05-01,2025-05-01,7.2,597600.0,298800.0,8,0.47,False,On plan
NX-00271,US / Canada,2024-09-01,2025-07-01,,7.0,581000.0,290500.0,10,0.49,True,Cancelled
NX-00272,US / Canada,2024-09-01,2025-02-01,2025-02-01,3.1,257300.0,128650.0,5,0.01,False,On plan
NX-00273,US / Canada,2024-09-01,2025-02-01,2025-03-01,8.0,664000.0,332000.0,5,0.58,False,On plan
NX-00274,US / Canada,2024-09-01,2025-06-01,2025-06-01,114.9,9536700.0,4768350.0,9,0.01,False,On plan
NX-00275,US / Canada,2024-09-01,2025-04-01,2025-04-01,9.1,755300.0,377650.0,7,0.09,False,On plan
NX-00276,US / Canada,2024-09-01,2026-01-01,2026-01-01,14.5,1203500.0,601750.0,16,0.0,False,On plan
NX-00277,US / Canada,2024-09-01,2025-05-01,2025-05-01,24.8,2058400.0,1029200.0,8,0.0,False,On plan
NX-00278,US / Canada,2024-09-01,2025-08-01,2025-08-01,22.7,1884100.0,942050.0,11,0.0,False,On plan
NX-00279,US / Canada,2024-09-01,2025-02-01,2025-02-01,7.7,639100.0,319550.0,5,0.01,False,On plan
NX-00280,US / Canada,2024-09-01,2025-09-01,2025-09-01,59.8,4963400.0,2481700.0,12,0.0,False,On plan
NX-00281,US / Canada,2024-09-01,2025-02-01,2025-04-01,8.2,680599.9999999999,340299.99999999994,5,1.77,False,On plan
NX-00282,US / Canada,2024-09-01,2025-04-01,2025-04-01,5.8,481400.0,240700.0,7,0.35,False,On plan
NX-00283,US / Canada,2024-09-01,2025-04-01,2025-04-01,23.0,1909000.0,954500.0,7,0.07,False,On plan
NX-00284,US / Canada,2024-09-01,2025-12-01,2025-12-01,6.1,506300.0,253150.0,15,0.0,False,On plan
NX-00285,US / Canada,2024-09-01,2025-03-01,2025-03-01,22.8,1892400.0,946200.0,6,0.03,False,On plan
NX-00286,Europe,2024-09-01,2025-02-01,2025-02-01,9.3,818400.0000000001,409200.00000000006,5,0.05,False,On plan
NX-00287,Europe,2024-09-01,2025-02-01,2025-02-01,14.3,1258400.0,629200.0,5,0.45,False,On plan
NX-00288,MENA,2024-09-01,2025-04-01,2025-04-01,22.7,1838700.0,919350.0,7,0.46,False,On plan
NX-00289,MENA,2024-09-01,2025-05-01,2025-09-01,12.4,1004400.0,502200.0,8,3.83,False,Slipped 2mo+
NX-00290,India,2024-09-01,2025-05-01,2025-08-01,10.2,724200.0,362100.0,8,3.12,False,Slipped 2mo+
NX-00291,India,2024-09-01,2025-08-01,2025-10-01,15.8,1121800.0,560900.0,11,2.14,False,Slipped 2mo+
NX-00292,Australia/SEA,2024-09-01,2025-04-01,2025-04-01,23.3,1957200.0,978600.0,7,0.0,False,On plan
NX-00293,Australia/SEA,2024-09-01,2025-03-01,2025-04-01,18.8,1579200.0,789600.0,6,1.13,False,On plan
NX-00294,LATAM,2024-09-01,2025-05-01,,12.5,987500.0,493750.0,8,0.2,True,Cancelled
NX-00295,LATAM,2024-09-01,2025-08-01,2025-10-01,16.9,1335100.0,667550.0,11,1.77,False,On plan
NX-00296,LATAM,2024-09-01,2025-02-01,2025-03-01,29.9,2362100.0,1181050.0,5,1.35,False,On plan
NX-00297,LATAM,2024-09-01,2025-04-01,2025-06-01,9.6,758400.0,379200.0,7,2.33,False,Slipped 2mo+
NX-00298,US / Canada,2024-10-01,2025-03-01,2025-03-01,7.1,589300.0,294650.0,5,0.0,False,On plan
NX-00299,US / Canada,2024-10-01,2025-04-01,2025-04-01,39.6,3286800.0,1643400.0,6,0.0,False,On plan
NX-00300,US / Canada,2024-10-01,2025-03-01,2025-03-01,17.8,1477400.0,738700.0,5,0.03,False,On plan
NX-00301,US / Canada,2024-10-01,2025-03-01,2025-03-01,7.7,639100.0,319550.0,5,0.01,False,On plan
NX-00302,US / Canada,2024-10-01,2025-11-01,2025-11-01,27.3,2265900.0,1132950.0,13,0.0,False,On plan
NX-00303,US / Canada,2024-10-01,2025-05-01,,25.8,2141400.0,1070700.0,7,0.2,True,Cancelled
NX-00304,US / Canada,2024-10-01,2025-05-01,2025-06-01,37.0,3071000.0,1535500.0,7,0.73,False,On plan
NX-00305,US / Canada,2024-10-01,2025-03-01,2025-03-01,27.6,2290800.0,1145400.0,5,0.05,False,On plan
NX-00306,US / Canada,2024-10-01,2025-12-01,2025-12-01,2.9,240700.0,120350.0,14,0.25,False,On plan
NX-00307,US / Canada,2024-10-01,2025-05-01,2025-05-01,21.3,1767900.0,883950.0,7,0.39,False,On plan
NX-00308,US / Canada,2024-10-01,2025-04-01,2025-05-01,29.0,2407000.0,1203500.0,6,0.58,False,On plan
NX-00309,US / Canada,2024-10-01,2025-05-01,2025-05-01,2.5,207500.0,103750.0,7,0.0,False,On plan
NX-00310,US / Canada,2024-10-01,2025-04-01,2025-06-01,10.3,854900.0000000001,427450.00000000006,6,2.13,False,Slipped 2mo+
NX-00311,US / Canada,2024-10-01,2025-09-01,2025-09-01,6.5,539500.0,269750.0,11,0.04,False,On plan
NX-00312,US / Canada,2024-10-01,2025-05-01,2025-05-01,20.3,1684900.0,842450.0,7,0.01,False,On plan
NX-00313,US / Canada,2024-10-01,2025-11-01,2025-11-01,7.5,622500.0,311250.0,13,0.0,False,On plan
NX-00314,US / Canada,2024-10-01,2025-03-01,2025-03-01,3.0,249000.0,124500.0,5,0.01,False,On plan
NX-00315,US / Canada,2024-10-01,2025-03-01,2025-03-01,17.4,1444199.9999999998,722099.9999999999,5,0.01,False,On plan
NX-00316,US / Canada,2024-10-01,2025-07-01,2025-09-01,27.7,2299100.0,1149550.0,9,1.88,False,On plan
NX-00317,US / Canada,2024-10-01,2025-07-01,2025-07-01,4.0,332000.0,166000.0,9,0.0,False,On plan
NX-00318,US / Canada,2024-10-01,2025-05-01,2025-05-01,67.5,5602500.0,2801250.0,7,0.1,False,On plan
NX-00319,US / Canada,2024-10-01,2025-06-01,2025-06-01,12.2,1012600.0,506300.0,8,0.0,False,On plan
NX-00320,US / Canada,2024-10-01,2025-10-01,2025-10-01,6.7,556100.0,278050.0,12,0.0,False,On plan
NX-00321,Europe,2024-10-01,2025-03-01,2025-03-01,5.8,510400.0,255200.0,5,0.0,False,On plan
NX-00322,Europe,2024-10-01,2025-03-01,2025-07-01,4.6,404800.0,202400.0,5,4.15,False,Slipped 2mo+
NX-00323,MENA,2024-10-01,2025-08-01,2026-01-01,7.7,623700.0,311850.0,10,5.11,False,Slipped 2mo+
NX-00324,MENA,2024-10-01,2025-04-01,2025-08-01,8.6,696600.0,348300.0,6,3.57,False,Slipped 2mo+
NX-00325,MENA,2024-10-01,2025-08-01,2025-08-01,4.8,388800.0,194400.0,10,0.01,False,On plan
NX-00326,India,2024-10-01,2025-11-01,2025-11-01,7.9,560900.0,280450.0,13,0.0,False,On plan
NX-00327,India,2024-10-01,2025-06-01,2027-06-01,3.9,276900.0,138450.0,8,23.97,False,Slipped 2mo+
NX-00328,LATAM,2024-10-01,2025-04-01,2025-04-01,23.2,1832800.0,916400.0,6,0.01,False,On plan
NX-00329,LATAM,2024-10-01,2025-03-01,2025-03-01,7.4,584600.0,292300.0,5,0.01,False,On plan
NX-00330,US / Canada,2024-11-01,2025-09-01,2025-10-01,58.1,4822300.0,2411150.0,10,0.57,False,On plan
NX-00331,US / Canada,2024-11-01,2025-06-01,2025-07-01,21.0,1743000.0,871500.0,7,0.7,False,On plan
NX-00332,US / Canada,2024-11-01,2025-07-01,2025-07-01,13.5,1120500.0,560250.0,8,0.14,False,On plan
NX-00333,US / Canada,2024-11-01,2025-09-01,2025-09-01,6.6,547800.0,273900.0,10,0.0,False,On plan
NX-00334,US / Canada,2024-11-01,2025-08-01,2025-08-01,10.3,854900.0000000001,427450.00000000006,9,0.0,False,On plan
NX-00335,US / Canada,2024-11-01,2025-08-01,2025-08-01,13.5,1120500.0,560250.0,9,0.0,False,On plan
NX-00336,US / Canada,2024-11-01,2025-07-01,2025-07-01,7.4,614200.0,307100.0,8,0.0,False,On plan
NX-00337,US / Canada,2024-11-01,2025-12-01,2026-01-01,26.7,2216100.0,1108050.0,13,1.35,False,On plan
NX-00338,US / Canada,2024-11-01,2025-06-01,2025-07-01,6.4,531200.0,265600.0,7,0.7,False,On plan
NX-00339,US / Canada,2024-11-01,2025-06-01,2025-07-01,15.4,1278200.0,639100.0,7,0.69,False,On plan
NX-00340,US / Canada,2024-11-01,2025-06-01,2025-06-01,12.7,1054100.0,527050.0,7,0.36,False,On plan
NX-00341,US / Canada,2024-11-01,2025-05-01,2025-06-01,26.9,2232700.0,1116350.0,6,0.86,False,On plan
NX-00342,US / Canada,2024-11-01,2026-08-01,2026-08-01,9.1,755300.0,377650.0,21,0.01,False,On plan
NX-00343,US / Canada,2024-11-01,2025-06-01,2025-07-01,8.1,672300.0,336150.0,7,1.02,False,On plan
NX-00344,US / Canada,2024-11-01,2025-10-01,2025-10-01,6.6,547800.0,273900.0,11,0.0,False,On plan
NX-00345,US / Canada,2024-11-01,2025-06-01,2025-06-01,15.9,1319700.0,659850.0,7,0.0,False,On plan
NX-00346,US / Canada,2024-11-01,2025-05-01,2025-05-01,21.8,1809400.0,904700.0,6,0.25,False,On plan
NX-00347,US / Canada,2024-11-01,2025-04-01,2025-04-01,10.8,896400.0000000001,448200.00000000006,5,0.01,False,On plan
NX-00348,Europe,2024-11-01,2025-04-01,2025-04-01,35.8,3150399.9999999995,1575199.9999999998,5,0.33,False,On plan
NX-00349,MENA,2024-11-01,2025-08-01,2025-12-01,13.9,1125900.0,562950.0,9,4.48,False,Slipped 2mo+
NX-00350,India,2024-11-01,2025-05-01,2026-06-01,13.9,986900.0,493450.0,6,13.14,False,Slipped 2mo+
NX-00351,India,2024-11-01,2025-09-01,2025-12-01,23.0,1633000.0,816500.0,10,3.03,False,Slipped 2mo+
NX-00352,LATAM,2024-11-01,2025-07-01,2025-07-01,23.0,1817000.0,908500.0,8,0.08,False,On plan
NX-00353,LATAM,2024-11-01,2025-10-01,,18.3,1445700.0,722850.0,11,0.13,True,Cancelled
NX-00354,US / Canada,2024-12-01,2025-09-01,2025-09-01,35.5,2946500.0,1473250.0,9,0.27,False,On plan
NX-00355,US / Canada,2024-12-01,2025-07-01,2025-07-01,6.3,522900.0,261450.0,7,0.01,False,On plan
NX-00356,US / Canada,2024-12-01,2025-12-01,2025-12-01,20.9,1734699.9999999998,867349.9999999999,12,0.14,False,On plan
NX-00357,US / Canada,2024-12-01,2025-07-01,2025-07-01,24.8,2058400.0,1029200.0,7,0.0,False,On plan
NX-00358,US / Canada,2024-12-01,2026-08-01,2026-08-01,10.4,863200.0,431600.0,20,0.0,False,On plan
NX-00359,US / Canada,2024-12-01,2025-05-01,2025-05-01,6.0,498000.0,249000.0,5,0.01,False,On plan
NX-00360,US / Canada,2024-12-01,2025-11-01,2025-11-01,23.4,1942200.0,971100.0,11,0.0,False,On plan
NX-00361,US / Canada,2024-12-01,2025-10-01,2025-11-01,12.4,1029200.0,514600.0,10,0.68,False,On plan
NX-00362,US / Canada,2024-12-01,2026-06-01,2026-06-01,40.9,3394700.0,1697350.0,18,0.0,False,On plan
NX-00363,US / Canada,2024-12-01,2025-05-01,2025-05-01,33.4,2772200.0,1386100.0,5,0.0,False,On plan
NX-00364,US / Canada,2024-12-01,2025-05-01,2025-06-01,6.8,564400.0,282200.0,5,0.88,False,On plan
NX-00365,US / Canada,2024-12-01,2026-01-01,2026-01-01,4.1,340299.99999999994,170149.99999999997,13,0.03,False,On plan
NX-00366,US / Canada,2024-12-01,2025-10-01,2025-10-01,12.4,1029200.0,514600.0,10,0.08,False,On plan
NX-00367,US / Canada,2024-12-01,2025-07-01,2025-08-01,20.5,1701500.0,850750.0,7,0.97,False,On plan
NX-00368,US / Canada,2024-12-01,2025-09-01,2025-09-01,5.1,423300.0,211650.0,9,0.03,False,On plan
NX-00369,US / Canada,2024-12-01,2025-10-01,2025-10-01,18.1,1502300.0000000002,751150.0000000001,10,0.24,False,On plan
NX-00370,Europe,2024-12-01,2025-08-01,2025-09-01,19.9,1751199.9999999998,875599.9999999999,8,1.49,False,On plan
NX-00371,Europe,2024-12-01,2025-05-01,2025-06-01,18.1,1592800.0000000002,796400.0000000001,5,1.2,False,On plan
NX-00372,MENA,2024-12-01,2025-06-01,2025-10-01,22.1,1790100.0,895050.0,6,3.84,False,Slipped 2mo+
NX-00373,MENA,2024-12-01,2025-06-01,2025-06-01,2.6,210600.0,105300.0,6,0.38,False,On plan
NX-00374,India,2024-12-01,2025-07-01,2027-02-01,16.0,1136000.0,568000.0,7,18.61,False,Slipped 2mo+
NX-00375,LATAM,2024-12-01,2025-09-01,2026-01-01,8.6,679400.0,339700.0,9,3.92,False,Slipped 2mo+
NX-00376,LATAM,2024-12-01,2025-05-01,2025-05-01,28.2,2227800.0,1113900.0,5,0.1,False,On plan
NX-00377,US / Canada,2025-01-01,2025-11-01,2025-11-01,8.3,688900.0000000001,344450.00000000006,10,0.02,False,On plan
NX-00378,US / Canada,2025-01-01,2025-11-01,2025-11-01,8.8,730400.0000000001,365200.00000000006,10,0.0,False,On plan
NX-00379,US / Canada,2025-01-01,2025-08-01,2025-08-01,5.2,431600.0,215800.0,7,0.0,False,On plan
NX-00380,US / Canada,2025-01-01,2026-02-01,2026-02-01,32.4,2689200.0,1344600.0,13,0.01,False,On plan
NX-00381,US / Canada,2025-01-01,2025-09-01,2025-09-01,7.4,614200.0,307100.0,8,0.45,False,On plan
NX-00382,US / Canada,2025-01-01,2025-06-01,2025-06-01,45.6,3784800.0,1892400.0,5,0.05,False,On plan
NX-00383,US / Canada,2025-01-01,2025-08-01,2025-08-01,12.1,1004300.0,502150.0,7,0.48,False,On plan
NX-00384,US / Canada,2025-01-01,2026-09-01,2026-09-01,7.5,622500.0,311250.0,20,0.14,False,On plan
NX-00385,US / Canada,2025-01-01,2026-11-01,2026-11-01,50.3,4174900.0,2087450.0,22,0.0,False,On plan
NX-00386,US / Canada,2025-01-01,2025-06-01,2025-06-01,58.8,4880400.0,2440200.0,5,0.0,False,On plan
NX-00387,US / Canada,2025-01-01,2025-06-01,2025-06-01,29.2,2423600.0,1211800.0,5,0.06,False,On plan
NX-00388,US / Canada,2025-01-01,2025-07-01,2025-07-01,8.2,680599.9999999999,340299.99999999994,6,0.02,False,On plan
NX-00389,US / Canada,2025-01-01,2025-06-01,2025-09-01,16.2,1344600.0,672300.0,5,3.08,False,Slipped 2mo+
NX-00390,US / Canada,2025-01-01,2025-08-01,2025-08-01,9.8,813400.0000000001,406700.00000000006,7,0.01,False,On plan
NX-00391,US / Canada,2025-01-01,2026-01-01,2026-01-01,5.0,415000.0,207500.0,12,0.0,False,On plan
NX-00392,US / Canada,2025-01-01,2025-08-01,2025-08-01,52.6,4365800.0,2182900.0,7,0.01,False,On plan
NX-00393,US / Canada,2025-01-01,2025-06-01,2025-06-01,16.8,1394400.0,697200.0,5,0.37,False,On plan
NX-00394,US / Canada,2025-01-01,2025-09-01,2025-09-01,47.3,3925900.0,1962950.0,8,0.12,False,On plan
NX-00395,US / Canada,2025-01-01,2025-10-01,2025-11-01,15.2,1261600.0,630800.0,9,0.81,False,On plan
NX-00396,US / Canada,2025-01-01,2025-06-01,2025-07-01,7.3,605900.0,302950.0,5,1.37,False,On plan
NX-00397,Europe,2025-01-01,2025-08-01,2025-08-01,6.5,572000.0,286000.0,7,0.0,False,On plan
NX-00398,Europe,2025-01-01,2025-11-01,2026-03-01,6.0,528000.0,264000.0,10,3.97,False,Slipped 2mo+
NX-00399,Europe,2025-01-01,2025-06-01,2025-08-01,3.1,272800.0,136400.0,5,1.8,False,On plan
NX-00400,Europe,2025-01-01,2025-07-01,2025-07-01,23.1,2032800.0,1016400.0,6,0.06,False,On plan
NX-00401,MENA,2025-01-01,2025-07-01,2025-08-01,29.2,2365200.0,1182600.0,6,0.73,False,On plan
NX-00402,MENA,2025-01-01,2026-02-01,2026-03-01,8.2,664200.0,332100.0,13,0.67,False,On plan
NX-00403,MENA,2025-01-01,2025-06-01,2025-07-01,5.5,445500.0,222750.0,5,1.28,False,On plan
NX-00404,MENA,2025-01-01,2025-10-01,2025-11-01,6.8,550800.0,275400.0,9,0.53,False,On plan
NX-00405,India,2025-01-01,2025-12-01,2026-10-01,10.7,759700.0,379850.0,11,10.08,False,Slipped 2mo+
NX-00406,LATAM,2025-01-01,2025-10-01,2026-01-01,20.9,1651100.0,825550.0,9,2.91,False,Slipped 2mo+
NX-00407,LATAM,2025-01-01,2026-06-01,2026-06-01,22.2,1753800.0,876900.0,17,0.09,False,On plan
NX-00408,LATAM,2025-01-01,2025-06-01,2025-10-01,16.4,1295600.0,647800.0,5,4.08,False,Slipped 2mo+
NX-00409,LATAM,2025-01-01,2025-09-01,2025-12-01,7.5,592500.0,296250.0,8,2.6,False,Slipped 2mo+
NX-00410,US / Canada,2025-02-01,2025-07-01,2025-07-01,9.2,763599.9999999999,381799.99999999994,5,0.03,False,On plan
NX-00411,US / Canada,2025-02-01,2025-07-01,2025-07-01,2.7,224100.00000000003,112050.00000000001,5,0.03,False,On plan
NX-00412,US / Canada,2025-02-01,2025-09-01,2025-09-01,3.9,323700.0,161850.0,7,0.0,False,On plan
NX-00413,US / Canada,2025-02-01,2025-07-01,2025-07-01,4.9,406700.00000000006,203350.00000000003,5,0.12,False,On plan
NX-00414,US / Canada,2025-02-01,2025-09-01,2025-09-01,80.8,6706400.0,3353200.0,7,0.01,False,On plan
NX-00415,US / Canada,2025-02-01,2025-08-01,2025-10-01,8.4,697200.0,348600.0,6,1.56,False,On plan
NX-00416,US / Canada,2025-02-01,2026-03-01,2026-05-01,5.3,439900.0,219950.0,13,1.53,False,On plan
NX-00417,US / Canada,2025-02-01,2026-02-01,2026-02-01,14.5,1203500.0,601750.0,12,0.0,False,On plan
NX-00418,US / Canada,2025-02-01,2025-09-01,2025-09-01,14.2,1178600.0,589300.0,7,0.0,False,On plan
NX-00419,US / Canada,2025-02-01,2025-12-01,2026-01-01,15.4,1278200.0,639100.0,10,0.99,False,On plan
NX-00420,US / Canada,2025-02-01,2025-07-01,2025-07-01,14.0,1162000.0,581000.0,5,0.0,False,On plan
NX-00421,US / Canada,2025-02-01,2025-07-01,,8.5,705500.0,352750.0,5,2.39,True,Cancelled
NX-00422,US / Canada,2025-02-01,2025-08-01,2025-08-01,14.2,1178600.0,589300.0,6,0.07,False,On plan
NX-00423,US / Canada,2025-02-01,2025-10-01,2025-10-01,15.3,1269900.0,634950.0,8,0.02,False,On plan
NX-00424,US / Canada,2025-02-01,2025-07-01,2025-07-01,17.5,1452500.0,726250.0,5,0.0,False,On plan
NX-00425,US / Canada,2025-02-01,2025-07-01,2025-07-01,13.0,1079000.0,539500.0,5,0.01,False,On plan
NX-00426,US / Canada,2025-02-01,2025-09-01,2025-09-01,23.3,1933900.0,966950.0,7,0.03,False,On plan
NX-00427,US / Canada,2025-02-01,2025-09-01,2025-09-01,16.5,1369500.0,684750.0,7,0.24,False,On plan
NX-00428,US / Canada,2025-02-01,2027-01-01,2027-01-01,29.5,2448500.0,1224250.0,23,0.03,False,On plan
NX-00429,US / Canada,2025-02-01,2025-07-01,2025-07-01,10.5,871500.0,435750.0,5,0.0,False,On plan
NX-00430,US / Canada,2025-02-01,2025-07-01,2025-07-01,50.1,4158300.0,2079150.0,5,0.0,False,On plan
NX-00431,US / Canada,2025-02-01,2025-11-01,2025-11-01,3.9,323700.0,161850.0,9,0.0,False,On plan
NX-00432,US / Canada,2025-02-01,2025-07-01,2025-09-01,7.8,647400.0,323700.0,5,2.2,False,Slipped 2mo+
NX-00433,US / Canada,2025-02-01,2026-01-01,2026-01-01,52.7,4374100.0,2187050.0,11,0.1,False,On plan
NX-00434,US / Canada,2025-02-01,2025-09-01,2025-10-01,37.8,3137399.9999999995,1568699.9999999998,7,1.34,False,On plan
NX-00435,US / Canada,2025-02-01,2025-10-01,2026-04-01,13.2,1095600.0,547800.0,8,6.22,False,Slipped 2mo+
NX-00436,US / Canada,2025-02-01,2025-10-01,2026-02-01,40.0,3320000.0,1660000.0,8,4.11,False,Slipped 2mo+
NX-00437,US / Canada,2025-02-01,2025-09-01,2025-09-01,9.4,780200.0,390100.0,7,0.04,False,On plan
NX-00438,US / Canada,2025-02-01,2025-07-01,2025-07-01,3.1,257300.0,128650.0,5,0.32,False,On plan
NX-00439,US / Canada,2025-02-01,2025-08-01,2025-08-01,27.2,2257600.0,1128800.0,6,0.0,False,On plan
NX-00440,Europe,2025-02-01,2025-10-01,2026-01-01,35.5,3124000.0,1562000.0,8,2.83,False,Slipped 2mo+
NX-00441,Europe,2025-02-01,2026-01-01,2026-09-01,40.3,3546399.9999999995,1773199.9999999998,11,8.03,False,Slipped 2mo+
NX-00442,Europe,2025-02-01,2025-07-01,2025-07-01,6.1,536800.0,268400.0,5,0.0,False,On plan
NX-00443,India,2025-02-01,2025-07-01,2025-08-01,33.3,2364300.0,1182150.0,5,0.85,False,On plan
NX-00444,India,2025-02-01,2025-10-01,2025-10-01,14.2,1008200.0,504100.0,8,0.31,False,On plan
NX-00445,India,2025-02-01,2025-09-01,2025-09-01,3.9,276900.0,138450.0,7,0.0,False,On plan
NX-00446,Australia/SEA,2025-02-01,2026-02-01,2026-06-01,43.6,3662400.0,1831200.0,12,4.39,False,Slipped 2mo+
NX-00447,LATAM,2025-02-01,2025-07-01,2025-10-01,17.1,1350900.0,675450.0,5,2.78,False,Slipped 2mo+
NX-00448,LATAM,2025-02-01,2026-03-01,2026-04-01,5.8,458200.0,229100.0,13,1.31,False,On plan
NX-00449,LATAM,2025-02-01,2025-11-01,2026-05-01,7.1,560900.0,280450.0,9,5.61,False,Slipped 2mo+
NX-00450,US / Canada,2025-03-01,2025-08-01,2025-11-01,14.4,1195200.0,597600.0,5,2.72,False,Slipped 2mo+
NX-00451,US / Canada,2025-03-01,2025-08-01,2025-08-01,8.5,705500.0,352750.0,5,0.0,False,On plan
NX-00452,US / Canada,2025-03-01,2026-04-01,2026-04-01,6.7,556100.0,278050.0,13,0.01,False,On plan
NX-00453,US / Canada,2025-03-01,2026-09-01,2026-09-01,9.9,821700.0,410850.0,18,0.03,False,On plan
NX-00454,US / Canada,2025-03-01,2026-01-01,2026-01-01,24.7,2050100.0,1025050.0,10,0.26,False,On plan
NX-00455,US / Canada,2025-03-01,2025-09-01,2025-09-01,31.3,2597900.0,1298950.0,6,0.01,False,On plan
NX-00456,US / Canada,2025-03-01,2026-01-01,2026-01-01,15.2,1261600.0,630800.0,10,0.45,False,On plan
NX-00457,US / Canada,2025-03-01,2025-08-01,2025-08-01,31.8,2639400.0,1319700.0,5,0.0,False,On plan
