order_id,region,market,edge_case,booked_month,mw,order_value,material_committed,promised_months,expected_conversion,slip_months,actual_conversion,cancelled
NX-00224,EMEA,Europe,False,2024-07-01,5.4,475200.00000000006,356400.00000000006,8,2025-03-01,0.13,2025-03-01,False
NX-00225,EMEA,Europe,False,2024-07-01,5.2,457600.0,343200.0,3,2024-10-01,4.29,2025-02-01,False
NX-00226,EMEA,Europe,False,2024-07-01,41.7,3669600.0000000005,2752200.0000000005,9,2025-04-01,0.05,2025-04-01,False
NX-00227,EMEA,MENA,False,2024-07-01,25.5,2065500.0,1549125.0,13,2025-08-01,0.29,2025-08-01,False
NX-00228,EMEA,MENA,False,2024-07-01,5.3,429300.0,321975.0,17,2025-12-01,16.02,2027-04-01,False
NX-00229,APAC,India,True,2024-07-01,48.4,3436400.0,2577300.0,14,2025-09-01,0.01,2025-09-01,False
NX-00230,APAC,Australia/SEA,False,2024-07-01,8.2,688799.9999999999,516599.9999999999,6,2025-01-01,0.31,2025-01-01,False
NX-00231,APAC,Australia/SEA,False,2024-07-01,14.4,1209600.0,907200.0,6,2025-01-01,0.64,2025-02-01,False
NX-00232,APAC,Australia/SEA,False,2024-07-01,14.6,1226400.0,919800.0,8,2025-03-01,2.11,2025-05-01,False
NX-00233,APAC,Australia/SEA,False,2024-07-01,9.7,814799.9999999999,611099.9999999999,3,2024-10-01,3.36,2025-01-01,False
NX-00234,LATAM,LATAM,False,2024-07-01,5.9,466100.0,349575.0,8,2025-03-01,2.02,2025-05-01,False
NX-00235,LATAM,LATAM,False,2024-07-01,31.8,2512200.0,1884150.0,11,2025-06-01,0.01,2025-06-01,False
NX-00236,LATAM,LATAM,False,2024-07-01,17.0,1343000.0,1007250.0,9,2025-04-01,0.27,2025-04-01,False
NX-00237,LATAM,LATAM,False,2024-07-01,12.5,987500.0,740625.0,7,2025-02-01,0.0,2025-02-01,False
NX-00238,North America,US / Canada,False,2024-08-01,19.2,1593600.0,1195200.0,12,2025-08-01,0.0,2025-08-01,False
NX-00239,North America,US / Canada,False,2024-08-01,43.7,3627100.0000000005,2720325.0000000005,9,2025-05-01,0.2,2025-05-01,False
NX-00240,North America,US / Canada,False,2024-08-01,22.5,1867500.0,1400625.0,4,2024-12-01,1.48,2025-01-01,False
NX-00241,North America,US / Canada,False,2024-08-01,15.6,1294800.0,971100.0,8,2025-04-01,1.05,2025-05-01,False
NX-00242,North America,US / Canada,False,2024-08-01,18.8,1560400.0,1170300.0,8,2025-04-01,0.0,2025-04-01,False
NX-00243,North America,US / Canada,False,2024-08-01,8.4,697200.0,522900.0,4,2024-12-01,0.07,2024-12-01,False
NX-00244,North America,US / Canada,False,2024-08-01,14.9,1236700.0,927525.0,10,2025-06-01,0.0,2025-06-01,False
NX-00245,North America,US / Canada,False,2024-08-01,5.8,481400.0,361050.0,4,2024-12-01,0.02,2024-12-01,False
NX-00246,North America,US / Canada,False,2024-08-01,5.2,431600.0,323700.0,3,2024-11-01,0.0,2024-11-01,False
NX-00247,North America,US / Canada,False,2024-08-01,25.1,2083300.0000000002,1562475.0000000002,5,2025-01-01,1.53,2025-03-01,False
NX-00248,North America,US / Canada,False,2024-08-01,14.8,1228400.0,921300.0,8,2025-04-01,0.0,2025-04-01,False
NX-00249,North America,US / Canada,False,2024-08-01,28.8,2390400.0,1792800.0,10,2025-06-01,0.36,2025-06-01,False
NX-00250,North America,US / Canada,False,2024-08-01,4.8,398400.0,298800.0,5,2025-01-01,0.01,2025-01-01,False
NX-00251,North America,US / Canada,False,2024-08-01,33.1,2747300.0,2060475.0,11,2025-07-01,0.2,2025-07-01,False
NX-00252,North America,US / Canada,False,2024-08-01,27.1,2249300.0,1686975.0,9,2025-05-01,0.57,2025-06-01,False
NX-00253,North America,US / Canada,False,2024-08-01,13.1,1087300.0,815475.0,7,2025-03-01,0.76,2025-04-01,False
NX-00254,North America,US / Canada,False,2024-08-01,32.2,2672600.0000000005,2004450.0000000005,5,2025-01-01,0.0,2025-01-01,False
NX-00255,North America,US / Canada,False,2024-08-01,15.2,1261600.0,946200.0,6,2025-02-01,0.0,2025-02-01,False
NX-00256,North America,US / Canada,False,2024-08-01,9.7,805099.9999999999,603824.9999999999,12,2025-08-01,0.0,2025-08-01,False
NX-00257,North America,US / Canada,False,2024-08-01,13.8,1145400.0,859050.0,6,2025-02-01,0.47,2025-02-01,False
NX-00258,EMEA,Europe,False,2024-08-01,5.8,510400.0,382800.0,16,2025-12-01,0.28,2025-12-01,False
NX-00259,EMEA,Europe,False,2024-08-01,12.7,1117600.0,838200.0,18,2026-02-01,5.01,2026-07-01,False
NX-00260,EMEA,Europe,False,2024-08-01,8.1,712800.0,534600.0,2,2024-10-01,0.1,2024-10-01,False
NX-00261,EMEA,MENA,False,2024-08-01,16.5,1336500.0,1002375.0,5,2025-01-01,2.3,2025-03-01,False
NX-00262,EMEA,MENA,False,2024-08-01,9.7,785700.0,589275.0,11,2025-07-01,0.05,2025-07-01,False
NX-00263,EMEA,MENA,False,2024-08-01,10.0,810000.0,607500.0,5,2025-01-01,0.89,2025-02-01,False
NX-00264,APAC,India,True,2024-08-01,9.5,674500.0,505875.0,16,2025-12-01,5.22,2026-05-01,False
NX-00265,APAC,India,True,2024-08-01,11.2,795200.0,596400.0,7,2025-03-01,2.79,2025-06-01,False
NX-00266,APAC,Australia/SEA,False,2024-08-01,49.5,4158000.0,3118500.0,10,2025-06-01,0.17,2025-06-01,False
NX-00267,LATAM,LATAM,False,2024-08-01,7.5,592500.0,444375.0,7,2025-03-01,4.83,2025-08-01,False
NX-00268,North America,US / Canada,False,2024-09-01,7.1,589300.0,441975.0,12,2025-09-01,0.35,2025-09-01,False
NX-00269,North America,US / Canada,False,2024-09-01,7.0,581000.0,435750.0,11,2025-08-01,0.0,2025-08-01,False
NX-00270,North America,US / Canada,False,2024-09-01,7.2,597600.0,448200.0,8,2025-05-01,0.47,2025-05-01,False
NX-00271,North America,US / Canada,False,2024-09-01,7.0,581000.0,435750.0,10,2025-07-01,0.49,,True
NX-00272,North America,US / Canada,False,2024-09-01,3.1,257300.0,192975.0,3,2024-12-01,0.01,2024-12-01,False
NX-00273,North America,US / Canada,False,2024-09-01,8.0,664000.0,498000.0,1,2024-10-01,0.58,2024-11-01,False
NX-00274,North America,US / Canada,False,2024-09-01,114.9,9536700.0,7152525.0,9,2025-06-01,0.01,2025-06-01,False
NX-00275,North America,US / Canada,False,2024-09-01,9.1,755300.0,566475.0,7,2025-04-01,0.09,2025-04-01,False
NX-00276,North America,US / Canada,False,2024-09-01,14.5,1203500.0,902625.0,16,2026-01-01,0.0,2026-01-01,False
NX-00277,North America,US / Canada,False,2024-09-01,24.8,2058400.0,1543800.0,8,2025-05-01,0.0,2025-05-01,False
NX-00278,North America,US / Canada,False,2024-09-01,22.7,1884100.0,1413075.0,11,2025-08-01,0.0,2025-08-01,False
NX-00279,North America,US / Canada,False,2024-09-01,7.7,639100.0,479325.0,4,2025-01-01,0.01,2025-01-01,False
NX-00280,North America,US / Canada,False,2024-09-01,59.8,4963400.0,3722550.0,12,2025-09-01,0.0,2025-09-01,False
NX-00281,North America,US / Canada,False,2024-09-01,8.2,680599.9999999999,510449.9999999999,4,2025-01-01,1.77,2025-03-01,False
NX-00282,North America,US / Canada,False,2024-09-01,5.8,481400.0,361050.0,7,2025-04-01,0.35,2025-04-01,False
NX-00283,North America,US / Canada,False,2024-09-01,23.0,1909000.0,1431750.0,7,2025-04-01,0.07,2025-04-01,False
NX-00284,North America,US / Canada,False,2024-09-01,6.1,506299.99999999994,379724.99999999994,15,2025-12-01,0.0,2025-12-01,False
NX-00285,North America,US / Canada,False,2024-09-01,22.8,1892400.0,1419300.0,6,2025-03-01,0.03,2025-03-01,False
NX-00286,EMEA,Europe,False,2024-09-01,9.3,818400.0000000001,613800.0000000001,4,2025-01-01,0.05,2025-01-01,False
NX-00287,EMEA,Europe,False,2024-09-01,14.3,1258400.0,943800.0,5,2025-02-01,0.45,2025-02-01,False
NX-00288,EMEA,MENA,False,2024-09-01,22.7,1838700.0,1379025.0,7,2025-04-01,0.46,2025-04-01,False
NX-00289,EMEA,MENA,False,2024-09-01,12.4,1004400.0,753300.0,8,2025-05-01,3.83,2025-09-01,False
NX-00290,APAC,India,True,2024-09-01,10.2,724200.0,543150.0,8,2025-05-01,3.12,2025-08-01,False
NX-00291,APAC,India,True,2024-09-01,15.8,1121800.0,841350.0,11,2025-08-01,2.14,2025-10-01,False
NX-00292,APAC,Australia/SEA,False,2024-09-01,23.3,1957200.0,1467900.0,7,2025-04-01,0.0,2025-04-01,False
NX-00293,APAC,Australia/SEA,False,2024-09-01,18.8,1579200.0,1184400.0,6,2025-03-01,1.13,2025-04-01,False
NX-00294,LATAM,LATAM,False,2024-09-01,12.5,987500.0,740625.0,8,2025-05-01,0.2,,True
NX-00295,LATAM,LATAM,False,2024-09-01,16.9,1335100.0,1001325.0,11,2025-08-01,1.77,2025-10-01,False
NX-00296,LATAM,LATAM,False,2024-09-01,29.9,2362100.0,1771575.0,4,2025-01-01,1.35,2025-02-01,False
NX-00297,LATAM,LATAM,False,2024-09-01,9.6,758400.0,568800.0,7,2025-04-01,2.33,2025-06-01,False
NX-00298,North America,US / Canada,False,2024-10-01,7.1,589300.0,441975.0,5,2025-03-01,0.0,2025-03-01,False
NX-00299,North America,US / Canada,False,2024-10-01,39.6,3286800.0,2465100.0,6,2025-04-01,0.0,2025-04-01,False
NX-00300,North America,US / Canada,False,2024-10-01,17.8,1477400.0,1108050.0,3,2025-01-01,0.03,2025-01-01,False
NX-00301,North America,US / Canada,False,2024-10-01,7.7,639100.0,479325.0,5,2025-03-01,0.01,2025-03-01,False
NX-00302,North America,US / Canada,False,2024-10-01,27.3,2265900.0,1699425.0,13,2025-11-01,0.0,2025-11-01,False
NX-00303,North America,US / Canada,False,2024-10-01,25.8,2141400.0,1606050.0,7,2025-05-01,0.2,,True
NX-00304,North America,US / Canada,False,2024-10-01,37.0,3071000.0,2303250.0,7,2025-05-01,0.73,2025-06-01,False
NX-00305,North America,US / Canada,False,2024-10-01,27.6,2290800.0,1718100.0,5,2025-03-01,0.05,2025-03-01,False
NX-00306,North America,US / Canada,False,2024-10-01,2.9,240700.0,180525.0,14,2025-12-01,0.25,2025-12-01,False
NX-00307,North America,US / Canada,False,2024-10-01,21.3,1767900.0,1325925.0,7,2025-05-01,0.39,2025-05-01,False
NX-00308,North America,US / Canada,False,2024-10-01,29.0,2407000.0,1805250.0,6,2025-04-01,0.58,2025-05-01,False
NX-00309,North America,US / Canada,False,2024-10-01,2.5,207500.0,155625.0,7,2025-05-01,0.0,2025-05-01,False
NX-00310,North America,US / Canada,False,2024-10-01,10.3,854900.0000000001,641175.0000000001,6,2025-04-01,2.13,2025-06-01,False
NX-00311,North America,US / Canada,False,2024-10-01,6.5,539500.0,404625.0,11,2025-09-01,0.04,2025-09-01,False
NX-00312,North America,US / Canada,False,2024-10-01,20.3,1684900.0,1263675.0,7,2025-05-01,0.01,2025-05-01,False
NX-00313,North America,US / Canada,False,2024-10-01,7.5,622500.0,466875.0,13,2025-11-01,0.0,2025-11-01,False
NX-00314,North America,US / Canada,False,2024-10-01,3.0,249000.0,186750.0,3,2025-01-01,0.01,2025-01-01,False
NX-00315,North America,US / Canada,False,2024-10-01,17.4,1444199.9999999998,1083149.9999999998,5,2025-03-01,0.01,2025-03-01,False
NX-00316,North America,US / Canada,False,2024-10-01,27.7,2299100.0,1724325.0,9,2025-07-01,1.88,2025-09-01,False
NX-00317,North America,US / Canada,False,2024-10-01,4.0,332000.0,249000.0,9,2025-07-01,0.0,2025-07-01,False
NX-00318,North America,US / Canada,False,2024-10-01,67.5,5602500.0,4201875.0,7,2025-05-01,0.1,2025-05-01,False
NX-00319,North America,US / Canada,False,2024-10-01,12.2,1012599.9999999999,759449.9999999999,8,2025-06-01,0.0,2025-06-01,False
NX-00320,North America,US / Canada,False,2024-10-01,6.7,556100.0,417075.0,12,2025-10-01,0.0,2025-10-01,False
NX-00321,EMEA,Europe,False,2024-10-01,5.8,510400.0,382800.0,4,2025-02-01,0.0,2025-02-01,False
NX-00322,EMEA,Europe,False,2024-10-01,4.6,404799.99999999994,303599.99999999994,5,2025-03-01,4.15,2025-07-01,False
NX-00323,EMEA,MENA,False,2024-10-01,7.7,623700.0,467775.0,10,2025-08-01,5.11,2026-01-01,False
NX-00324,EMEA,MENA,False,2024-10-01,8.6,696600.0,522450.0,6,2025-04-01,3.57,2025-08-01,False
NX-00325,EMEA,MENA,False,2024-10-01,4.8,388800.0,291600.0,10,2025-08-01,0.01,2025-08-01,False
NX-00326,APAC,India,True,2024-10-01,7.9,560900.0,420675.0,13,2025-11-01,0.0,2025-11-01,False
NX-00327,APAC,India,True,2024-10-01,3.9,276900.0,207675.0,8,2025-06-01,23.97,2027-06-01,False
NX-00328,LATAM,LATAM,False,2024-10-01,23.2,1832800.0,1374600.0,6,2025-04-01,0.01,2025-04-01,False
NX-00329,LATAM,LATAM,False,2024-10-01,7.4,584600.0,438450.0,2,2024-12-01,0.01,2024-12-01,False
NX-00330,North America,US / Canada,False,2024-11-01,58.1,4822300.0,3616725.0,10,2025-09-01,0.57,2025-10-01,False
NX-00331,North America,US / Canada,False,2024-11-01,21.0,1743000.0,1307250.0,7,2025-06-01,0.7,2025-07-01,False
NX-00332,North America,US / Canada,False,2024-11-01,13.5,1120500.0,840375.0,8,2025-07-01,0.14,2025-07-01,False
NX-00333,North America,US / Canada,False,2024-11-01,6.6,547800.0,410850.0,10,2025-09-01,0.0,2025-09-01,False
NX-00334,North America,US / Canada,False,2024-11-01,10.3,854900.0000000001,641175.0000000001,9,2025-08-01,0.0,2025-08-01,False
NX-00335,North America,US / Canada,False,2024-11-01,13.5,1120500.0,840375.0,9,2025-08-01,0.0,2025-08-01,False
NX-00336,North America,US / Canada,False,2024-11-01,7.4,614200.0,460650.0,8,2025-07-01,0.0,2025-07-01,False
NX-00337,North America,US / Canada,False,2024-11-01,26.7,2216100.0,1662075.0,13,2025-12-01,1.35,2026-01-01,False
NX-00338,North America,US / Canada,False,2024-11-01,6.4,531200.0,398400.0,7,2025-06-01,0.7,2025-07-01,False
NX-00339,North America,US / Canada,False,2024-11-01,15.4,1278200.0,958650.0,7,2025-06-01,0.69,2025-07-01,False
NX-00340,North America,US / Canada,False,2024-11-01,12.7,1054100.0,790575.0,7,2025-06-01,0.36,2025-06-01,False
NX-00341,North America,US / Canada,False,2024-11-01,26.9,2232700.0,1674525.0,6,2025-05-01,0.86,2025-06-01,False
NX-00342,North America,US / Canada,False,2024-11-01,9.1,755300.0,566475.0,21,2026-08-01,0.01,2026-08-01,False
NX-00343,North America,US / Canada,False,2024-11-01,8.1,672300.0,504225.0,7,2025-06-01,1.02,2025-07-01,False
NX-00344,North America,US / Canada,False,2024-11-01,6.6,547800.0,410850.0,11,2025-10-01,0.0,2025-10-01,False
NX-00345,North America,US / Canada,False,2024-11-01,15.9,1319700.0,989775.0,7,2025-06-01,0.0,2025-06-01,False
NX-00346,North America,US / Canada,False,2024-11-01,21.8,1809400.0,1357050.0,6,2025-05-01,0.25,2025-05-01,False
NX-00347,North America,US / Canada,False,2024-11-01,10.8,896400.0000000001,672300.0000000001,3,2025-02-01,0.01,2025-02-01,False
NX-00348,EMEA,Europe,False,2024-11-01,35.8,3150399.9999999995,2362799.9999999995,4,2025-03-01,0.33,2025-03-01,False
NX-00349,EMEA,MENA,False,2024-11-01,13.9,1125900.0,844425.0,9,2025-08-01,4.48,2025-12-01,False
NX-00350,APAC,India,True,2024-11-01,13.9,986900.0,740175.0,6,2025-05-01,13.14,2026-06-01,False
NX-00351,APAC,India,True,2024-11-01,23.0,1633000.0,1224750.0,10,2025-09-01,3.03,2025-12-01,False
NX-00352,LATAM,LATAM,False,2024-11-01,23.0,1817000.0,1362750.0,8,2025-07-01,0.08,2025-07-01,False
NX-00353,LATAM,LATAM,False,2024-11-01,18.3,1445700.0,1084275.0,11,2025-10-01,0.13,,True
NX-00354,North America,US / Canada,False,2024-12-01,35.5,2946500.0,2209875.0,9,2025-09-01,0.27,2025-09-01,False
NX-00355,North America,US / Canada,False,2024-12-01,6.3,522900.0,392175.0,7,2025-07-01,0.01,2025-07-01,False
NX-00356,North America,US / Canada,False,2024-12-01,20.9,1734699.9999999998,1301024.9999999998,12,2025-12-01,0.14,2025-12-01,False
NX-00357,North America,US / Canada,False,2024-12-01,24.8,2058400.0,1543800.0,7,2025-07-01,0.0,2025-07-01,False
NX-00358,North America,US / Canada,False,2024-12-01,10.4,863200.0,647400.0,20,2026-08-01,0.0,2026-08-01,False
NX-00359,North America,US / Canada,False,2024-12-01,6.0,498000.0,373500.0,5,2025-05-01,0.01,2025-05-01,False
NX-00360,North America,US / Canada,False,2024-12-01,23.4,1942199.9999999998,1456649.9999999998,11,2025-11-01,0.0,2025-11-01,False
NX-00361,North America,US / Canada,False,2024-12-01,12.4,1029200.0,771900.0,10,2025-10-01,0.68,2025-11-01,False
NX-00362,North America,US / Canada,False,2024-12-01,40.9,3394700.0,2546025.0,18,2026-06-01,0.0,2026-06-01,False
NX-00363,North America,US / Canada,False,2024-12-01,33.4,2772200.0,2079150.0,3,2025-03-01,0.0,2025-03-01,False
NX-00364,North America,US / Canada,False,2024-12-01,6.8,564400.0,423300.0,5,2025-05-01,0.88,2025-06-01,False
NX-00365,North America,US / Canada,False,2024-12-01,4.1,340299.99999999994,255224.99999999994,13,2026-01-01,0.03,2026-01-01,False
NX-00366,North America,US / Canada,False,2024-12-01,12.4,1029200.0,771900.0,10,2025-10-01,0.08,2025-10-01,False
NX-00367,North America,US / Canada,False,2024-12-01,20.5,1701500.0,1276125.0,7,2025-07-01,0.97,2025-08-01,False
NX-00368,North America,US / Canada,False,2024-12-01,5.1,423299.99999999994,317474.99999999994,9,2025-09-01,0.03,2025-09-01,False
NX-00369,North America,US / Canada,False,2024-12-01,18.1,1502300.0000000002,1126725.0000000002,10,2025-10-01,0.24,2025-10-01,False
NX-00370,EMEA,Europe,False,2024-12-01,19.9,1751199.9999999998,1313399.9999999998,8,2025-08-01,1.49,2025-09-01,False
NX-00371,EMEA,Europe,False,2024-12-01,18.1,1592800.0000000002,1194600.0000000002,5,2025-05-01,1.2,2025-06-01,False
NX-00372,EMEA,MENA,False,2024-12-01,22.1,1790100.0,1342575.0,6,2025-06-01,3.84,2025-10-01,False
NX-00373,EMEA,MENA,False,2024-12-01,2.6,210600.0,157950.0,6,2025-06-01,0.38,2025-06-01,False
NX-00374,APAC,India,True,2024-12-01,16.0,1136000.0,852000.0,7,2025-07-01,18.61,2027-02-01,False
NX-00375,LATAM,LATAM,False,2024-12-01,8.6,679400.0,509550.0,9,2025-09-01,3.92,2026-01-01,False
NX-00376,LATAM,LATAM,False,2024-12-01,28.2,2227800.0,1670850.0,4,2025-04-01,0.1,2025-04-01,False
NX-00377,North America,US / Canada,False,2025-01-01,8.3,688900.0000000001,516675.0000000001,10,2025-11-01,0.02,2025-11-01,False
NX-00378,North America,US / Canada,False,2025-01-01,8.8,730400.0000000001,547800.0000000001,10,2025-11-01,0.0,2025-11-01,False
NX-00379,North America,US / Canada,False,2025-01-01,5.2,431600.0,323700.0,7,2025-08-01,0.0,2025-08-01,False
NX-00380,North America,US / Canada,False,2025-01-01,32.4,2689200.0,2016900.0,13,2026-02-01,0.01,2026-02-01,False
NX-00381,North America,US / Canada,False,2025-01-01,7.4,614200.0,460650.0,8,2025-09-01,0.45,2025-09-01,False
NX-00382,North America,US / Canada,False,2025-01-01,45.6,3784800.0,2838600.0,5,2025-06-01,0.05,2025-06-01,False
NX-00383,North America,US / Canada,False,2025-01-01,12.1,1004300.0,753225.0,7,2025-08-01,0.48,2025-08-01,False
NX-00384,North America,US / Canada,False,2025-01-01,7.5,622500.0,466875.0,20,2026-09-01,0.14,2026-09-01,False
NX-00385,North America,US / Canada,False,2025-01-01,50.3,4174899.9999999995,3131174.9999999995,22,2026-11-01,0.0,2026-11-01,False
NX-00386,North America,US / Canada,False,2025-01-01,58.8,4880400.0,3660300.0,1,2025-02-01,0.0,2025-02-01,False
NX-00387,North America,US / Canada,False,2025-01-01,29.2,2423600.0,1817700.0,4,2025-05-01,0.06,2025-05-01,False
NX-00388,North America,US / Canada,False,2025-01-01,8.2,680599.9999999999,510449.9999999999,6,2025-07-01,0.02,2025-07-01,False
NX-00389,North America,US / Canada,False,2025-01-01,16.2,1344600.0,1008450.0,5,2025-06-01,3.08,2025-09-01,False
NX-00390,North America,US / Canada,False,2025-01-01,9.8,813400.0000000001,610050.0000000001,7,2025-08-01,0.01,2025-08-01,False
NX-00391,North America,US / Canada,False,2025-01-01,5.0,415000.0,311250.0,12,2026-01-01,0.0,2026-01-01,False
NX-00392,North America,US / Canada,False,2025-01-01,52.6,4365800.0,3274350.0,7,2025-08-01,0.01,2025-08-01,False
NX-00393,North America,US / Canada,False,2025-01-01,16.8,1394400.0,1045800.0,4,2025-05-01,0.37,2025-05-01,False
NX-00394,North America,US / Canada,False,2025-01-01,47.3,3925899.9999999995,2944424.9999999995,8,2025-09-01,0.12,2025-09-01,False
NX-00395,North America,US / Canada,False,2025-01-01,15.2,1261600.0,946200.0,9,2025-10-01,0.81,2025-11-01,False
NX-00396,North America,US / Canada,False,2025-01-01,7.3,605900.0,454425.0,5,2025-06-01,1.37,2025-07-01,False
NX-00397,EMEA,Europe,False,2025-01-01,6.5,572000.0,429000.0,7,2025-08-01,0.0,2025-08-01,False
NX-00398,EMEA,Europe,False,2025-01-01,6.0,528000.0,396000.0,10,2025-11-01,3.97,2026-03-01,False
NX-00399,EMEA,Europe,False,2025-01-01,3.1,272800.0,204600.0,5,2025-06-01,1.8,2025-08-01,False
NX-00400,EMEA,Europe,False,2025-01-01,23.1,2032800.0000000002,1524600.0000000002,6,2025-07-01,0.06,2025-07-01,False
NX-00401,EMEA,MENA,False,2025-01-01,29.2,2365200.0,1773900.0,6,2025-07-01,0.73,2025-08-01,False
NX-00402,EMEA,MENA,False,2025-01-01,8.2,664200.0,498150.0,13,2026-02-01,0.67,2026-03-01,False
NX-00403,EMEA,MENA,False,2025-01-01,5.5,445500.0,334125.0,4,2025-05-01,1.28,2025-06-01,False
NX-00404,EMEA,MENA,False,2025-01-01,6.8,550800.0,413100.0,9,2025-10-01,0.53,2025-11-01,False
NX-00405,APAC,India,True,2025-01-01,10.7,759700.0,569775.0,11,2025-12-01,10.08,2026-10-01,False
NX-00406,LATAM,LATAM,False,2025-01-01,20.9,1651100.0,1238325.0,9,2025-10-01,2.91,2026-01-01,False
NX-00407,LATAM,LATAM,False,2025-01-01,22.2,1753800.0,1315350.0,17,2026-06-01,0.09,2026-06-01,False
NX-00408,LATAM,LATAM,False,2025-01-01,16.4,1295600.0,971700.0,5,2025-06-01,4.08,2025-10-01,False
NX-00409,LATAM,LATAM,False,2025-01-01,7.5,592500.0,444375.0,8,2025-09-01,2.6,2025-12-01,False
NX-00410,North America,US / Canada,False,2025-02-01,9.2,763599.9999999999,572699.9999999999,3,2025-05-01,0.03,2025-05-01,False
NX-00411,North America,US / Canada,False,2025-02-01,2.7,224100.00000000003,168075.00000000003,4,2025-06-01,0.03,2025-06-01,False
NX-00412,North America,US / Canada,False,2025-02-01,3.9,323700.0,242775.0,7,2025-09-01,0.0,2025-09-01,False
NX-00413,North America,US / Canada,False,2025-02-01,4.9,406700.00000000006,305025.00000000006,3,2025-05-01,0.12,2025-05-01,False
NX-00414,North America,US / Canada,False,2025-02-01,80.8,6706400.0,5029800.0,7,2025-09-01,0.01,2025-09-01,False
NX-00415,North America,US / Canada,False,2025-02-01,8.4,697200.0,522900.0,6,2025-08-01,1.56,2025-10-01,False
NX-00416,North America,US / Canada,False,2025-02-01,5.3,439900.0,329925.0,13,2026-03-01,1.53,2026-05-01,False
NX-00417,North America,US / Canada,False,2025-02-01,14.5,1203500.0,902625.0,12,2026-02-01,0.0,2026-02-01,False
NX-00418,North America,US / Canada,False,2025-02-01,14.2,1178600.0,883950.0,7,2025-09-01,0.0,2025-09-01,False
NX-00419,North America,US / Canada,False,2025-02-01,15.4,1278200.0,958650.0,10,2025-12-01,0.99,2026-01-01,False
NX-00420,North America,US / Canada,False,2025-02-01,14.0,1162000.0,871500.0,4,2025-06-01,0.0,2025-06-01,False
NX-00421,North America,US / Canada,False,2025-02-01,8.5,705500.0,529125.0,5,2025-07-01,2.39,,True
NX-00422,North America,US / Canada,False,2025-02-01,14.2,1178600.0,883950.0,6,2025-08-01,0.07,2025-08-01,False
NX-00423,North America,US / Canada,False,2025-02-01,15.3,1269900.0,952425.0,8,2025-10-01,0.02,2025-10-01,False
NX-00424,North America,US / Canada,False,2025-02-01,17.5,1452500.0,1089375.0,5,2025-07-01,0.0,2025-07-01,False
NX-00425,North America,US / Canada,False,2025-02-01,13.0,1079000.0,809250.0,1,2025-03-01,0.01,2025-03-01,False
NX-00426,North America,US / Canada,False,2025-02-01,23.3,1933900.0,1450425.0,7,2025-09-01,0.03,2025-09-01,False
NX-00427,North America,US / Canada,False,2025-02-01,16.5,1369500.0,1027125.0,7,2025-09-01,0.24,2025-09-01,False
NX-00428,North America,US / Canada,False,2025-02-01,29.5,2448500.0,1836375.0,23,2027-01-01,0.03,2027-01-01,False
NX-00429,North America,US / Canada,False,2025-02-01,10.5,871500.0,653625.0,4,2025-06-01,0.0,2025-06-01,False
NX-00430,North America,US / Canada,False,2025-02-01,50.1,4158300.0,3118725.0,4,2025-06-01,0.0,2025-06-01,False
NX-00431,North America,US / Canada,False,2025-02-01,3.9,323700.0,242775.0,9,2025-11-01,0.0,2025-11-01,False
NX-00432,North America,US / Canada,False,2025-02-01,7.8,647400.0,485550.0,5,2025-07-01,2.2,2025-09-01,False
NX-00433,North America,US / Canada,False,2025-02-01,52.7,4374100.0,3280575.0,11,2026-01-01,0.1,2026-01-01,False
NX-00434,North America,US / Canada,False,2025-02-01,37.8,3137399.9999999995,2353049.9999999995,7,2025-09-01,1.34,2025-10-01,False
NX-00435,North America,US / Canada,False,2025-02-01,13.2,1095600.0,821700.0,8,2025-10-01,6.22,2026-04-01,False
NX-00436,North America,US / Canada,False,2025-02-01,40.0,3320000.0,2490000.0,8,2025-10-01,4.11,2026-02-01,False
NX-00437,North America,US / Canada,False,2025-02-01,9.4,780200.0,585150.0,7,2025-09-01,0.04,2025-09-01,False
NX-00438,North America,US / Canada,False,2025-02-01,3.1,257300.0,192975.0,4,2025-06-01,0.32,2025-06-01,False
NX-00439,North America,US / Canada,False,2025-02-01,27.2,2257600.0,1693200.0,6,2025-08-01,0.0,2025-08-01,False
NX-00440,EMEA,Europe,False,2025-02-01,35.5,3124000.0,2343000.0,8,2025-10-01,2.83,2026-01-01,False
NX-00441,EMEA,Europe,False,2025-02-01,40.3,3546399.9999999995,2659799.9999999995,11,2026-01-01,8.03,2026-09-01,False
NX-00442,EMEA,Europe,False,2025-02-01,6.1,536800.0,402600.0,4,2025-06-01,0.0,2025-06-01,False
NX-00443,APAC,India,True,2025-02-01,33.3,2364300.0,1773225.0,3,2025-05-01,0.85,2025-06-01,False
NX-00444,APAC,India,True,2025-02-01,14.2,1008200.0,756150.0,8,2025-10-01,0.31,2025-10-01,False
NX-00445,APAC,India,True,2025-02-01,3.9,276900.0,207675.0,7,2025-09-01,0.0,2025-09-01,False
NX-00446,APAC,Australia/SEA,False,2025-02-01,43.6,3662400.0,2746800.0,12,2026-02-01,4.39,2026-06-01,False
NX-00447,LATAM,LATAM,False,2025-02-01,17.1,1350900.0,1013175.0,5,2025-07-01,2.78,2025-10-01,False
NX-00448,LATAM,LATAM,False,2025-02-01,5.8,458200.0,343650.0,13,2026-03-01,1.31,2026-04-01,False
